ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateID,ArrestSurrenderDistrictID,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
291,13653,Surrender,10-05-2024,1,6,292,827,349,741,1,0
292,12228,Surrender,09-07-2025,1,6,292,1196,352,745,1,0
293,2781,Surrender,07-01-2026,1,6,292,1488,20,746,1,0
294,31997,Surrender,24-01-2023,1,6,292,1214,19,747,1,0
295,3487,Arrest,12-02-2024,1,6,292,1203,347,750,1,0
296,5249,Arrest,30-08-2024,1,6,292,549,351,752,1,0
297,8501,Arrest,25-10-2024,1,6,292,188,346,753,1,0
298,8501,Arrest,16-11-2024,1,6,292,1358,346,754,1,0
299,24240,Surrender,21-05-2025,1,6,292,229,348,760,1,0
300,21936,Arrest,06-06-2025,1,6,292,257,346,763,1,0
301,14560,Arrest,08-07-2024,1,6,292,479,347,769,1,0
302,30757,Surrender,12-12-2024,1,6,292,863,21,771,1,0
303,31319,Arrest,10-03-2025,1,6,292,377,345,772,1,0
304,2169,Surrender,26-06-2025,1,6,292,1325,347,775,1,0
305,18779,Surrender,19-07-2025,1,6,292,1114,345,776,1,0
306,18779,Surrender,15-07-2025,1,6,292,874,345,777,1,0
307,29177,Arrest,30-12-2023,1,6,292,408,345,788,1,0
308,1812,Arrest,01-07-2024,1,6,292,995,350,789,1,0
309,12511,Arrest,22-11-2024,1,6,292,318,20,790,1,0
310,30313,Surrender,20-08-2025,1,6,292,788,350,796,1,0
311,8509,Surrender,05-08-2023,1,6,293,1354,348,799,1,0
312,37665,Arrest,14-12-2023,1,6,293,458,20,801,1,0
313,1993,Arrest,17-12-2024,1,6,293,37,20,805,1,0
314,4943,Surrender,05-09-2025,1,6,293,1137,346,806,1,0
315,9800,Arrest,12-02-2023,1,6,293,330,21,807,1,0
316,9800,Surrender,07-03-2023,1,6,293,1015,21,808,1,0
317,8770,Surrender,12-12-2023,1,6,293,1491,347,809,1,0
318,7517,Surrender,24-10-2024,1,6,293,1092,20,814,1,0
319,29907,Arrest,01-03-2023,1,6,293,1248,345,818,1,0
320,11055,Arrest,19-05-2024,1,6,293,1432,346,819,1,0
321,11055,Surrender,14-05-2024,1,6,293,1099,346,820,1,0
322,12769,Surrender,31-01-2025,1,6,293,49,20,821,1,0
323,29650,Arrest,29-11-2025,1,6,293,1317,345,827,1,0
324,13591,Arrest,02-09-2023,1,6,293,766,349,828,1,0
325,13591,Arrest,12-09-2023,1,6,293,547,349,829,1,0
326,4212,Arrest,08-04-2024,1,6,293,176,352,830,1,0
327,32618,Surrender,11-07-2024,1,6,293,51,21,832,1,0
328,25200,Arrest,21-10-2024,1,6,293,618,20,834,1,0
329,3678,Arrest,17-09-2025,1,6,293,1211,350,838,1,0
330,6645,Surrender,03-06-2023,1,6,294,1323,346,843,1,0
331,32534,Surrender,18-09-2023,1,6,294,1238,350,846,1,0
332,2027,Arrest,29-12-2024,1,6,294,928,353,851,1,0
333,655,Arrest,03-05-2025,1,6,294,300,346,854,1,0
334,10833,Surrender,18-06-2025,1,6,294,561,21,856,1,0
335,993,Arrest,10-12-2025,1,6,294,924,346,858,1,0
336,36410,Arrest,25-08-2023,1,6,294,139,346,863,1,0
337,36602,Arrest,26-10-2023,1,6,294,353,19,864,1,0
338,31967,Arrest,25-05-2024,1,6,294,143,350,867,1,0
339,18676,Surrender,13-02-2025,1,6,294,265,352,870,1,0
340,18676,Surrender,01-03-2025,1,6,294,1264,352,871,1,0
341,30937,Arrest,16-06-2025,1,6,294,977,345,873,1,0
342,18276,Arrest,16-09-2025,1,6,294,1343,347,874,1,0
343,9301,Arrest,04-12-2025,1,6,294,1281,346,876,1,0
344,14732,Surrender,09-01-2026,1,6,294,154,352,878,1,0
345,14732,Surrender,23-12-2025,1,6,294,161,352,879,1,0
346,34328,Arrest,04-04-2023,1,6,294,125,350,880,1,0
347,36069,Surrender,04-05-2023,1,6,294,363,21,881,1,0
348,24042,Arrest,01-05-2023,1,6,294,405,346,882,1,0
349,11463,Surrender,23-04-2024,1,6,294,1166,346,886,1,0
350,11463,Arrest,30-04-2024,1,6,294,632,346,887,1,0
351,27243,Surrender,14-10-2024,1,6,294,955,353,890,1,0
352,33553,Arrest,17-09-2025,1,6,294,718,350,896,1,0
353,33553,Surrender,26-09-2025,1,6,294,1096,350,897,1,0
354,39567,Arrest,19-03-2025,1,6,294,1489,350,906,1,0
355,23411,Surrender,06-03-2023,1,6,295,784,351,907,1,0
356,34859,Surrender,15-04-2023,1,6,295,91,351,908,1,0
357,9062,Surrender,25-05-2023,1,6,295,870,20,909,1,0
358,24710,Arrest,22-11-2023,1,6,295,28,353,910,1,0
359,14778,Surrender,13-10-2024,1,6,295,1046,347,912,1,0
360,38312,Surrender,11-11-2024,1,6,295,413,345,915,1,0
361,26541,Surrender,09-01-2026,1,6,295,1144,353,920,1,0
362,15116,Surrender,02-02-2023,1,6,295,1278,21,926,1,0
363,36481,Surrender,31-01-2023,1,6,295,23,352,928,1,0
364,9582,Surrender,11-04-2023,1,6,295,1253,20,935,1,0
365,2945,Arrest,05-07-2024,1,6,295,1396,348,942,1,0
366,396,Surrender,24-07-2024,1,6,295,596,348,945,1,0
367,17476,Surrender,23-07-2024,1,6,295,1411,348,946,1,0
368,401,Arrest,12-08-2024,1,6,295,231,351,948,1,0
369,9549,Arrest,05-03-2024,1,6,296,835,351,951,1,0
370,14337,Arrest,20-12-2024,1,6,296,767,350,954,1,0
371,21073,Arrest,20-06-2025,1,6,296,1026,350,962,1,0
372,30199,Arrest,18-11-2025,1,6,296,1069,19,965,1,0
373,11733,Arrest,11-10-2023,1,6,296,531,345,967,1,0
374,36420,Arrest,06-12-2024,1,6,296,491,350,970,1,0
375,33534,Arrest,30-09-2025,1,6,296,333,20,971,1,0
376,9618,Arrest,19-03-2023,1,6,296,1046,20,972,1,0
377,22946,Arrest,31-03-2023,1,6,296,789,347,974,1,0
378,34704,Surrender,30-04-2023,1,6,296,1020,20,975,1,0
379,20747,Arrest,25-09-2023,1,6,296,147,351,979,1,0
380,28478,Surrender,13-12-2023,1,6,296,535,352,980,1,0
381,28478,Arrest,18-12-2023,1,6,296,695,352,981,1,0
382,14429,Surrender,07-12-2024,1,6,296,1466,19,985,1,0
383,28672,Arrest,05-03-2025,1,6,296,920,348,986,1,0
384,26567,Surrender,25-03-2025,1,6,296,1290,20,987,1,0
385,26567,Arrest,22-03-2025,1,6,296,728,20,988,1,0
386,9322,Surrender,20-07-2025,1,6,296,455,353,989,1,0
387,36927,Surrender,06-02-2023,1,6,296,563,349,991,1,0
388,915,Surrender,22-04-2023,1,6,296,58,351,993,1,0
389,19070,Surrender,29-11-2024,1,6,296,39,19,997,1,0
390,20402,Surrender,16-12-2024,1,6,296,206,350,998,1,0
391,18328,Arrest,29-04-2025,1,6,296,345,347,1003,1,0
392,24135,Arrest,14-10-2025,1,6,296,1306,21,1004,1,0
393,10311,Surrender,17-05-2023,1,6,297,448,21,1005,1,0
394,1995,Surrender,07-01-2024,1,6,297,908,350,1007,1,0
395,13470,Arrest,06-08-2024,1,6,297,1251,353,1009,1,0
396,32089,Surrender,06-12-2025,1,6,297,942,353,1017,1,0
397,31284,Arrest,04-08-2024,1,6,297,971,21,1020,1,0
398,21432,Arrest,09-11-2024,1,6,297,1487,345,1024,1,0
399,13318,Surrender,30-12-2024,1,6,297,881,19,1025,1,0
400,18871,Surrender,20-07-2025,1,6,297,159,346,1027,1,0
401,23802,Surrender,12-05-2024,1,6,297,425,347,1037,1,0
402,9022,Surrender,09-11-2024,1,6,297,957,21,1038,1,0
403,34718,Surrender,26-09-2023,1,6,297,577,351,1044,1,0
404,5536,Arrest,19-08-2024,1,6,297,1191,348,1047,1,0
405,4342,Arrest,03-01-2025,1,6,297,84,19,1048,1,0
406,13566,Arrest,08-02-2025,1,6,297,933,20,1049,1,0
407,23700,Arrest,26-03-2025,1,6,297,253,346,1050,1,0
408,29052,Surrender,26-04-2025,1,6,297,82,346,1052,1,0
409,9659,Surrender,28-08-2025,1,6,297,608,19,1054,1,0
410,38279,Surrender,05-05-2023,1,6,298,1120,349,1058,1,0
411,1996,Surrender,09-08-2023,1,6,298,593,346,1061,1,0
412,38276,Surrender,24-09-2023,1,6,298,331,346,1062,1,0
