UnitID,UnitName,TypeID,ParentUnit,NationalityID,StateID,DistrictID,Active
203,K.R. Pet Town Circle,4,91.0,1,1,21,1
204,Nagamangala Circle,4,91.0,1,1,21,1
205,K.R. Sagara Circle,4,92.0,1,1,21,1
206,Srirangapatna Town Circle,4,92.0,1,1,21,1
207,ACP Devaraja Division,4,24.0,1,1,22,1
208,ACP Krishnaraja Division,4,24.0,1,1,22,1
209,ACP Narasimharaja Division,4,24.0,1,1,22,1
210,ACP Traffic Division,4,24.0,1,1,22,1
211,ACP Vijayanagar Division,4,24.0,1,1,22,1
212,Bylakuppe Circle,4,93.0,1,1,22,1
213,Hunsur Circle,4,93.0,1,1,22,1
214,Saraguru Circle,4,93.0,1,1,22,1
215,Mysuru Rural Circle,4,94.0,1,1,22,1
216,Nanjangud Rural Circle,4,95.0,1,1,22,1
217,Gangavati Rural Circle,4,96.0,1,1,23,1
218,Gangavati Town Circle,4,96.0,1,1,23,1
219,Kushtagi Circle,4,96.0,1,1,23,1
220,Koppal Rural Circle,4,97.0,1,1,23,1
221,Koppal Town Circle,4,97.0,1,1,23,1
222,Yelburga Circle,4,97.0,1,1,23,1
223,Deodurga Circle,4,98.0,1,1,23,1
224,Deodurga Rural Circle,4,98.0,1,1,23,1
225,Hutti Circle,4,98.0,1,1,23,1
226,Lingsugur Circle,4,98.0,1,1,23,1
227,Raichur Rural Circle,4,99.0,1,1,23,1
228,Raichur West Circle,4,99.0,1,1,23,1
229,Sadarbazar Circle,4,99.0,1,1,23,1
230,Yeragera Circle,4,99.0,1,1,23,1
231,Manvi Circle,4,100.0,1,1,23,1
232,Sindhanur Circle,4,100.0,1,1,23,1
233,Sirwar Circle,4,100.0,1,1,23,1
234,Channapatna Rural Circle,4,28.0,1,1,24,1
235,Channapatna Town Circle,4,28.0,1,1,24,1
236,Kanakapura Rural Circle,4,28.0,1,1,24,1
237,Ramanagara Town Circle,4,28.0,1,1,24,1
238,Bhadravati Circle,4,101.0,1,1,25,1
239,Sagar Circle,4,102.0,1,1,25,1
240,Shikaripura Circle,4,103.0,1,1,25,1
241,Shivamogga A Circle,4,104.0,1,1,25,1
242,Shivamogga B Circle,4,105.0,1,1,25,1
243,Tirthahalli Circle,4,106.0,1,1,25,1
244,Amruthur Circle,4,107.0,1,1,26,1
245,Turuvekere Circle,4,107.0,1,1,26,1
246,Koratagere Circle,4,108.0,1,1,26,1
247,Madhugiri Circle,4,108.0,1,1,26,1
248,Pavagada Rural Circle,4,108.0,1,1,26,1
249,Gubbi Circle,4,109.0,1,1,26,1
250,Sira Rural Circle,4,109.0,1,1,26,1
251,C.N. Halli Circle,4,110.0,1,1,26,1
252,Tiptur Rural Circle,4,110.0,1,1,26,1
253,Kyathasandra Circle,4,111.0,1,1,26,1
254,Thilak Park Circle,4,111.0,1,1,26,1
255,Tumakuru Rural Circle,4,111.0,1,1,26,1
256,Karkala Circle,4,112.0,1,1,27,1
257,Kaup Circle,4,112.0,1,1,27,1
258,Byndoor Circle,4,113.0,1,1,27,1
259,Kundapura Circle,4,113.0,1,1,27,1
260,Brahmavara Circle,4,114.0,1,1,27,1
261,Malpe Circle,4,114.0,1,1,27,1
262,Bhatkal Circle,4,115.0,1,1,28,1
263,Murdeshwar Circle,4,115.0,1,1,28,1
264,Dandeli Circle,4,116.0,1,1,28,1
265,Haliyal Circle,4,116.0,1,1,28,1
266,Joida Circle,4,116.0,1,1,28,1
267,Kadra Circle,4,117.0,1,1,28,1
268,Karwar Circle,4,117.0,1,1,28,1
269,Sirsi Circle,4,118.0,1,1,28,1
270,Hadagali Circle,4,119.0,1,1,29,1
271,Harapanahalli Circle,4,119.0,1,1,29,1
272,Hampi Circle,4,120.0,1,1,29,1
273,Hosapete Circle,4,120.0,1,1,29,1
274,T.B. Dam Circle,4,120.0,1,1,29,1
275,H.B. Halli Circle,4,121.0,1,1,29,1
276,Kotturu Circle,4,121.0,1,1,29,1
277,Kudligi Circle,4,121.0,1,1,29,1
278,Gandhi Gunj PS,1,51.0,1,1,6,1
279,Mannalli PS,1,51.0,1,1,6,1
280,Bagdal PS,1,51.0,1,1,6,1
281,Janwada PS,1,51.0,1,1,6,1
282,Market PS,1,51.0,1,1,6,1
283,"New Town PS, Bidar",1,51.0,1,1,6,1
284,CEN (Cyber Economics & Narcotic) PS,1,51.0,1,1,6,1
285,"Women PS, Bidar",1,51.0,1,1,6,1
286,Bidar Traffic PS,1,51.0,1,1,6,1
287,Humnabad PS,1,52.0,1,1,6,1
288,Humnabad Traffic PS,1,52.0,1,1,6,1
289,Manthala PS,1,52.0,1,1,6,1
290,Mudbi PS,1,52.0,1,1,6,1
291,Chitaguppa PS,1,52.0,1,1,6,1
292,Hallikhed PS,1,52.0,1,1,6,1
293,Basavakalyan Town PS,1,52.0,1,1,6,1
294,Basavakalyan Rural PS,1,52.0,1,1,6,1
295,Basavakalyan Traffic PS,1,52.0,1,1,6,1
296,Hulsoor PS,1,52.0,1,1,6,1
297,Bemalkheda PS,1,52.0,1,1,6,1
298,Mannaekhelli PS,1,52.0,1,1,6,1
299,Bhalki Town PS,1,50.0,1,1,6,1
300,Bhalki Rural PS,1,50.0,1,1,6,1
301,Khatakchincholi PS,1,50.0,1,1,6,1
302,Dhannura PS,1,50.0,1,1,6,1
303,Mehakar PS,1,50.0,1,1,6,1
304,Aurad PS,1,50.0,1,1,6,1
305,Kushnur PS,1,50.0,1,1,6,1
306,Santhpur PS,1,50.0,1,1,6,1
307,Chintaki PS,1,50.0,1,1,6,1
308,Hokrana PS,1,50.0,1,1,6,1
309,Kamalnagar PS,1,50.0,1,1,6,1
310,Gandhi Chowk PS,1,125.0,1,1,30,1
311,Traffic PS,1,125.0,1,1,30,1
312,Golgumbaz PS,1,125.0,1,1,30,1
313,APMC PS,1,125.0,1,1,30,1
314,Adarsh Nagar PS,1,125.0,1,1,30,1
315,Jalangar PS,1,125.0,1,1,30,1
316,Women PS,1,125.0,1,1,30,1
317,CEN Crime PS,1,125.0,1,1,30,1
318,Vijayapura Rural PS,1,124.0,1,1,30,1
319,Babaleshwar PS,1,124.0,1,1,30,1
320,Tikota PS,1,124.0,1,1,30,1
321,Managuli PS,1,124.0,1,1,30,1
322,Devar Hipparagi PS,1,124.0,1,1,30,1
323,Indi Town PS,1,123.0,1,1,30,1
324,Indi Rural PS,1,123.0,1,1,30,1
325,Horti PS,1,123.0,1,1,30,1
326,Sindagi PS,1,123.0,1,1,30,1
327,Kalakeri PS,1,123.0,1,1,30,1
328,Almel PS,1,123.0,1,1,30,1
329,Chadachan PS,1,123.0,1,1,30,1
330,Zalaki PS,1,123.0,1,1,30,1
331,Basavana Bagewadi PS,1,122.0,1,1,30,1
332,Kolhar PS,1,122.0,1,1,30,1
333,Kudagi PS,1,122.0,1,1,30,1
334,Nidagundi PS,1,122.0,1,1,30,1
335,Alamatti PS,1,122.0,1,1,30,1
336,Muddebihal PS,1,122.0,1,1,30,1
337,Talikoti PS,1,122.0,1,1,30,1
338,Yadgir Town PS,1,3.0,1,1,31,1
339,Yadgir Rural PS,1,3.0,1,1,31,1
340,Gurmitkal Police Station,1,3.0,1,1,31,1
341,Saidapur Police Station,1,3.0,1,1,31,1
342,Wadagera Police Station,1,3.0,1,1,31,1
343,Shahapur Police Station,1,3.0,1,1,31,1
344,Shorapur Police Station,1,3.0,1,1,31,1
345,B Gudi Police Station,1,3.0,1,1,31,1
346,Gogi Police Station,1,3.0,1,1,31,1
347,Kembhavi Police Station,1,3.0,1,1,31,1
348,Hunasagi Police Station,1,3.0,1,1,31,1
349,Kodekal Police Station,1,3.0,1,1,31,1
350,Narayanpur Police Station,1,3.0,1,1,31,1
351,Traffic Police Station,1,3.0,1,1,31,1
352,Women Police Station,1,3.0,1,1,31,1
353,CEN Police Station,1,3.0,1,1,31,1
354,Nesargi Police Station,1,42.0,1,1,3,1
355,Bailhongal Police Station,1,42.0,1,1,3,1
356,Kittur Police Station,1,42.0,1,1,3,1
357,Doddawad Police Station,1,42.0,1,1,3,1
358,Khanapur Police Station,1,42.0,1,1,3,1
359,Nandagad Police Station,1,42.0,1,1,3,1
360,Athani Police Station,1,41.0,1,1,3,1
361,Kagwad Police Station,1,41.0,1,1,3,1
362,Aigali Police Station,1,41.0,1,1,3,1
363,Kudachi Police Station,1,41.0,1,1,3,1
364,Harugeri Police Station,1,41.0,1,1,3,1
365,Raibag Police Station,1,41.0,1,1,3,1
366,Chikkodi Police Station,1,43.0,1,1,3,1
367,Khadaklat Police Station,1,43.0,1,1,3,1
368,Nippani Town Police Station,1,43.0,1,1,3,1
369,"Basaveshwar Chowk Police Station, Nippani",1,43.0,1,1,3,1
370,Ankali Police Station,1,43.0,1,1,3,1
371,Sadalga Police Station,1,43.0,1,1,3,1
372,Nippani Rural Police Station,1,43.0,1,1,3,1
373,Chikkodi Traffic Police Station,1,43.0,1,1,3,1
374,Yamakanmardi Police Station,1,44.0,1,1,3,1
375,Sankeshwar Police Station,1,44.0,1,1,3,1
376,Gokak Rural Police Station,1,44.0,1,1,3,1
377,Hukkeri Police Station,1,44.0,1,1,3,1
378,Kulgod Police Station,1,44.0,1,1,3,1
379,Mudalagi Police Station,1,44.0,1,1,3,1
380,Ankalgi Police Station,1,44.0,1,1,3,1
381,Gokak Town Police Station,1,44.0,1,1,3,1
382,Ghataprabha Police Station,1,44.0,1,1,3,1
383,Saundatti Police Station,1,45.0,1,1,3,1
384,Ramdurga Police Station,1,45.0,1,1,3,1
385,Katkol Police Station,1,45.0,1,1,3,1
386,Murgod Police Station,1,45.0,1,1,3,1
387,Market PS,1,129.0,1,1,3,1
388,APMC PS,1,129.0,1,1,3,1
389,Malmaruti PS,1,129.0,1,1,3,1
390,Shahapur PS,1,129.0,1,1,3,1
391,KBPS,1,128.0,1,1,3,1
392,UBPS,1,128.0,1,1,3,1
393,Camp PS,1,128.0,1,1,3,1
394,Tilakwadi PS,1,128.0,1,1,3,1
395,Women PS,1,128.0,1,1,3,1
396,Rural PS,1,126.0,1,1,3,1
397,Kakti PS,1,126.0,1,1,3,1
398,Hirebagewadi PS,1,126.0,1,1,3,1
399,Marihal PS,1,126.0,1,1,3,1
400,Traffic North PS,1,130.0,1,1,3,1
401,Traffic South PS,1,130.0,1,1,3,1
402,Pl Crime,1,127.0,1,1,3,1
403,PICCIB,1,127.0,1,1,3,1
404,Bagalkote Town Police Station,1,6.0,1,1,1,1
405,Amengad Police Station,1,6.0,1,1,1,1
406,Badami Police Station,1,6.0,1,1,1,1
407,CEN Crime Police Station,1,6.0,1,1,1,1
408,Bagalkote Rural Police Station,1,6.0,1,1,1,1
409,Bagalkote Traffic Police Station,1,6.0,1,1,1,1
410,Bagalkote Women Police Station,1,6.0,1,1,1,1
411,Banahatti Police Station,1,6.0,1,1,1,1
412,Bilagi Police Station,1,6.0,1,1,1,1
413,Guledgudda Police Station,1,6.0,1,1,1,1
414,Hunagund Police Station,1,6.0,1,1,1,1
415,Sadarbazar PS,1,229.0,1,1,23,1
416,Raichur West PS,1,228.0,1,1,23,1
417,Marketyard PS,1,228.0,1,1,23,1
418,Raichur Traffic PS,1,228.0,1,1,23,1
419,Netajinagar PS,1,228.0,1,1,23,1
420,Shakthinagar PS,1,227.0,1,1,23,1
421,Raichur Rural PS,1,227.0,1,1,23,1
422,Yapaladinni PS,1,227.0,1,1,23,1
423,Yeragera PS,1,230.0,1,1,23,1
424,Idapanur PS,1,230.0,1,1,23,1
425,Lingsugur PS,1,226.0,1,1,23,1
426,Mudgal PS,1,226.0,1,1,23,1
427,Maski PS,1,226.0,1,1,23,1
428,Hutti PS,1,225.0,1,1,23,1
429,Deodurga PS,1,223.0,1,1,23,1
430,Deodurga Traffic PS,1,223.0,1,1,23,1
431,Jalahalli PS,1,224.0,1,1,23,1
432,Gabbur PS,1,224.0,1,1,23,1
433,Sindhanur Town PS,1,232.0,1,1,23,1
434,Sindhanur Rural PS,1,232.0,1,1,23,1
435,Sindhanur Traffic PS,1,232.0,1,1,23,1
436,Balaganur PS,1,232.0,1,1,23,1
437,Turvihal PS,1,232.0,1,1,23,1
438,Manvi PS,1,231.0,1,1,23,1
439,Kowthal PS,1,233.0,1,1,23,1
440,Sirwar PS,1,233.0,1,1,23,1
441,Women PS,1,233.0,1,1,23,1
442,CENPS,1,233.0,1,1,23,1
443,Koppal Town PS,1,221.0,1,1,23,1
444,Koppal Traffic PS,1,221.0,1,1,23,1
445,Koppal Rural PS,1,220.0,1,1,23,1
446,Alwandi PS,1,220.0,1,1,23,1
447,Munirabad PS,1,220.0,1,1,23,1
448,Yelburga PS,1,222.0,1,1,23,1
449,Kuknoor PS,1,222.0,1,1,23,1
450,Bevoor PS,1,222.0,1,1,23,1
451,Gangavati Town PS,1,218.0,1,1,23,1
452,Gangavati Traffic PS,1,218.0,1,1,23,1
453,Gangavati Rural PS,1,217.0,1,1,23,1
454,Karatagi PS,1,217.0,1,1,23,1
455,Kanakagiri PS,1,217.0,1,1,23,1
456,Kushtagi PS,1,219.0,1,1,23,1
457,Tawaragera PS,1,219.0,1,1,23,1
458,Hanumasagar PS,1,219.0,1,1,23,1
459,CENPS,1,219.0,1,1,23,1
460,Women PS,1,219.0,1,1,23,1
461,Gadag Town PS,1,8.0,1,1,14,1
462,Gadag Traffic PS,1,8.0,1,1,14,1
463,Betageri PS,1,8.0,1,1,14,1
464,Betageri Extension PS,1,8.0,1,1,14,1
465,Gadag Rural PS,1,8.0,1,1,14,1
466,Gadag Women PS,1,8.0,1,1,14,1
467,Gadag CEN PS,1,8.0,1,1,14,1
468,Mulagund PS,1,8.0,1,1,14,1
469,RonPS,1,8.0,1,1,14,1
470,Naregal PS,1,8.0,1,1,14,1
471,Gajendragad PS,1,8.0,1,1,14,1
472,Shirahatti PS,1,8.0,1,1,14,1
473,Lakshmeshwar PS,1,8.0,1,1,14,1
474,Nargund PS,1,8.0,1,1,14,1
475,Mundargi PS,1,8.0,1,1,14,1
476,Dharwad Rural PS,1,164.0,1,1,13,1
477,Alnavar PS,1,164.0,1,1,13,1
478,Garag PS,1,164.0,1,1,13,1
479,Navalgund PS,1,165.0,1,1,13,1
480,Annigeri PS,1,165.0,1,1,13,1
481,Hubballi Rural PS,1,165.0,1,1,13,1
482,CENPS,1,165.0,1,1,13,1
483,Kalaghatagi PS,1,165.0,1,1,13,1
484,Kundgol PS,1,165.0,1,1,13,1
485,Gudageri PS,1,165.0,1,1,13,1
486,Women PS,1,165.0,1,1,13,1
487,APMC Navanagar PS,1,174.0,1,1,13,1
488,Ashoknagar PS,1,174.0,1,1,13,1
489,Gokul Road PS,1,174.0,1,1,13,1
490,Hubli Suburban PS,1,174.0,1,1,13,1
491,Kamaripeth PS,1,174.0,1,1,13,1
492,Keshavapur PS,1,174.0,1,1,13,1
493,Vidyanagar PS,1,174.0,1,1,13,1
494,Women PS,1,174.0,1,1,13,1
495,Bendigeri PS,1,175.0,1,1,13,1
496,Ghantikeri PS,1,175.0,1,1,13,1
497,Hubballi Town PS,1,175.0,1,1,13,1
498,Kasabapeth PS,1,175.0,1,1,13,1
499,Old Hubballi PS,1,175.0,1,1,13,1
500,Dharwad Suburban PS,1,173.0,1,1,13,1
501,Dharwad Town PS,1,173.0,1,1,13,1
502,Vidyagiri PS,1,173.0,1,1,13,1
503,North Traffic PS,1,176.0,1,1,13,1
504,South Traffic PS,1,176.0,1,1,13,1
505,East Traffic PS,1,176.0,1,1,13,1
506,Dharwad Traffic PS,1,176.0,1,1,13,1
507,Karwar Town PS,1,268.0,1,1,28,1
508,Karwar Rural PS,1,268.0,1,1,28,1
509,Ankola PS,1,268.0,1,1,28,1
510,UK Women PS,1,268.0,1,1,28,1
511,Karwar Traffic PS,1,268.0,1,1,28,1
512,Mallapur PS,1,267.0,1,1,28,1
513,Chittakula PS,1,267.0,1,1,28,1
514,Kadra PS,1,267.0,1,1,28,1
515,Bhatkal Town PS,1,262.0,1,1,28,1
516,Bhatkal Rural PS,1,262.0,1,1,28,1
517,Honnavar PS,1,262.0,1,1,28,1
518,Kumta PS,1,262.0,1,1,28,1
519,Gokarna PS,1,262.0,1,1,28,1
520,Manki PS,1,263.0,1,1,28,1
521,Murdeshwar PS,1,263.0,1,1,28,1
522,Sirsi Rural PS,1,118.0,1,1,28,1
523,Siddapur PS,1,118.0,1,1,28,1
524,Mundgod PS,1,118.0,1,1,28,1
525,Yellapur PS,1,118.0,1,1,28,1
526,Sirsi Traffic PS,1,118.0,1,1,28,1
527,Sirsi Town PS,1,269.0,1,1,28,1
528,Sirsi New Market PS,1,269.0,1,1,28,1
529,Banavasi PS,1,269.0,1,1,28,1
530,Dandeli Town PS,1,264.0,1,1,28,1
531,Dandeli Rural PS,1,264.0,1,1,28,1
532,Haliyal PS,1,265.0,1,1,28,1
533,Ambikanagar PS,1,265.0,1,1,28,1
534,Joida PS,1,266.0,1,1,28,1
535,Ramanagar PS,1,266.0,1,1,28,1
536,"UKCEN Crime PS, Karwar",1,266.0,1,1,28,1
537,Haveri Town PS,1,74.0,1,1,16,1
538,Haveri Rural PS,1,74.0,1,1,16,1
539,Haveri Traffic PS,1,74.0,1,1,16,1
540,Haveri Women PS,1,74.0,1,1,16,1
